1472,1,0,-1,1,1,1,3
1472,1,1,-1,1,2,1,3
1472,1,2,-1,1,1,2,3
1472,1,3,-1,1,2,2,3
1472,1,4,-1,1,1,3,3
1472,1,5,-1,1,2,3,3
1472,1,6,-1,1,1,4,3
1472,1,7,-1,1,2,4,3
1472,1,8,-1,1,1,5,3
1472,1,9,-1,1,2,5,3
1472,1,10,-1,1,1,6,3
1472,1,11,-1,1,2,6,3
1472,3,0,-1,1,1,7,3
1472,3,1,-1,1,2,7,3
1472,3,2,-1,1,1,8,3
1472,3,3,-1,1,2,8,3
1472,3,4,-1,1,1,9,3
1472,3,5,-1,1,2,9,3
1472,3,6,-1,1,1,10,3
1472,3,7,-1,1,2,10,3
1472,3,8,-1,1,1,11,3
1472,3,9,-1,1,2,11,3
1472,3,10,-1,1,1,12,3
1472,3,11,-1,1,2,12,3
1472,5,0,-1,1,1,13,3
1472,5,1,-1,1,2,13,3
1472,5,2,-1,1,1,14,3
1472,5,3,-1,1,2,14,3
1472,5,4,-1,1,1,15,3
1472,5,5,-1,1,2,15,3
1472,5,6,-1,1,1,16,3
1472,5,7,-1,1,2,16,3
1472,5,8,-1,1,1,17,3
1472,5,9,-1,1,2,17,3
1472,5,10,-1,1,1,18,3
1472,5,11,-1,1,2,18,3
1472,7,0,-1,1,1,19,3
1472,7,1,-1,1,2,19,3
1472,7,2,-1,1,1,20,3
1472,7,3,-1,1,2,20,3
1472,7,4,-1,1,1,21,3
1472,7,5,-1,1,2,21,3
1472,7,6,-1,1,1,22,3
1472,7,7,-1,1,2,22,3
1472,7,8,-1,1,1,23,3
1472,7,9,-1,1,2,23,3
1472,7,10,-1,1,1,24,3
1472,7,11,-1,1,2,24,3
1472,9,0,-1,1,1,25,3
1472,9,1,-1,1,2,25,3
1472,9,2,-1,1,1,26,3
1472,9,3,-1,1,2,26,3
1472,9,4,-1,1,1,27,3
1472,9,5,-1,1,2,27,3
1472,9,6,-1,1,1,28,3
1472,9,7,-1,1,2,28,3
1472,9,8,-1,1,1,29,3
1472,9,9,-1,1,2,29,3
1472,9,10,-1,1,1,30,3
1472,9,11,-1,1,2,30,3
1472,11,0,-1,1,1,31,3
1472,11,1,-1,1,2,31,3
1472,11,2,-1,1,1,32,3
1472,11,3,-1,1,2,32,3
1472,11,4,-1,1,1,33,3
1472,11,5,-1,1,2,33,3
1472,11,6,-1,1,1,34,3
1472,11,7,-1,1,2,34,3
1472,11,8,-1,1,1,35,3
1472,11,9,-1,1,2,35,3
1472,11,10,-1,1,1,36,3
1472,11,11,-1,1,2,36,3
1473,1,0,1,1,1,1,3
1473,1,1,1,1,2,1,3
1473,1,2,1,1,1,2,3
1473,1,3,1,1,2,2,3
1473,1,4,1,1,1,3,3
1473,1,5,1,1,2,3,3
1473,1,6,1,1,1,4,3
1473,1,7,1,1,2,4,3
1473,1,8,1,1,1,5,3
1473,1,9,1,1,2,5,3
1473,1,10,1,1,1,6,3
1473,1,11,1,1,2,6,3
1473,3,0,1,1,1,7,3
1473,3,1,1,1,2,7,3
1473,3,2,1,1,1,8,3
1473,3,3,1,1,2,8,3
1473,3,4,1,1,1,9,3
1473,3,5,1,1,2,9,3
1473,3,6,1,1,1,10,3
1473,3,7,1,1,2,10,3
1473,3,8,1,1,1,11,3
1473,3,9,1,1,2,11,3
1473,3,10,1,1,1,12,3
1473,3,11,1,1,2,12,3
1473,5,0,1,1,1,13,3
1473,5,1,1,1,2,13,3
1473,5,2,1,1,1,14,3
1473,5,3,1,1,2,14,3
1473,5,4,1,1,1,15,3
1473,5,5,1,1,2,15,3
1473,5,6,1,1,1,16,3
1473,5,7,1,1,2,16,3
1473,5,8,1,1,1,17,3
1473,5,9,1,1,2,17,3
1473,5,10,1,1,1,18,3
1473,5,11,1,1,2,18,3
1473,7,0,1,1,1,19,3
1473,7,1,1,1,2,19,3
1473,7,2,1,1,1,20,3
1473,7,3,1,1,2,20,3
1473,7,4,1,1,1,21,3
1473,7,5,1,1,2,21,3
1473,7,6,1,1,1,22,3
1473,7,7,1,1,2,22,3
1473,7,8,1,1,1,23,3
1473,7,9,1,1,2,23,3
1473,7,10,1,1,1,24,3
1473,7,11,1,1,2,24,3
1473,9,0,1,1,1,25,3
1473,9,1,1,1,2,25,3
1473,9,2,1,1,1,26,3
1473,9,3,1,1,2,26,3
1473,9,4,1,1,1,27,3
1473,9,5,1,1,2,27,3
1473,9,6,1,1,1,28,3
1473,9,7,1,1,2,28,3
1473,9,8,1,1,1,29,3
1473,9,9,1,1,2,29,3
1473,9,10,1,1,1,30,3
1473,9,11,1,1,2,30,3
1473,11,0,1,1,1,31,3
1473,11,1,1,1,2,31,3
1473,11,2,1,1,1,32,3
1473,11,3,1,1,2,32,3
1473,11,4,1,1,1,33,3
1473,11,5,1,1,2,33,3
1473,11,6,1,1,1,34,3
1473,11,7,1,1,2,34,3
1473,11,8,1,1,1,35,3
1473,11,9,1,1,2,35,3
1473,11,10,1,1,1,36,3
1473,11,11,1,1,2,36,3
1474,1,0,-1,2,1,1,3
1474,1,1,-1,2,2,1,3
1474,1,2,-1,2,1,2,3
1474,1,3,-1,2,2,2,3
1474,1,4,-1,2,1,3,3
1474,1,5,-1,2,2,3,3
1474,1,6,-1,2,1,4,3
1474,1,7,-1,2,2,4,3
1474,1,8,-1,2,1,5,3
1474,1,9,-1,2,2,5,3
1474,1,10,-1,2,1,6,3
1474,1,11,-1,2,2,6,3
1474,3,0,-1,2,1,7,3
1474,3,1,-1,2,2,7,3
1474,3,2,-1,2,1,8,3
1474,3,3,-1,2,2,8,3
1474,3,4,-1,2,1,9,3
1474,3,5,-1,2,2,9,3
1474,3,6,-1,2,1,10,3
1474,3,7,-1,2,2,10,3
1474,3,8,-1,2,1,11,3
1474,3,9,-1,2,2,11,3
1474,3,10,-1,2,1,12,3
1474,3,11,-1,2,2,12,3
1474,5,0,-1,2,1,13,3
1474,5,1,-1,2,2,13,3
1474,5,2,-1,2,1,14,3
1474,5,3,-1,2,2,14,3
1474,5,4,-1,2,1,15,3
1474,5,5,-1,2,2,15,3
1474,5,6,-1,2,1,16,3
1474,5,7,-1,2,2,16,3
1474,5,8,-1,2,1,17,3
1474,5,9,-1,2,2,17,3
1474,5,10,-1,2,1,18,3
1474,5,11,-1,2,2,18,3
1475,1,0,1,2,1,1,3
1475,1,1,1,2,2,1,3
1475,1,2,1,2,1,2,3
1475,1,3,1,2,2,2,3
1475,1,4,1,2,1,3,3
1475,1,5,1,2,2,3,3
1475,1,6,1,2,1,4,3
1475,1,7,1,2,2,4,3
1475,1,8,1,2,1,5,3
1475,1,9,1,2,2,5,3
1475,1,10,1,2,1,6,3
1475,1,11,1,2,2,6,3
1475,3,0,1,2,1,7,3
1475,3,1,1,2,2,7,3
1475,3,2,1,2,1,8,3
1475,3,3,1,2,2,8,3
1475,3,4,1,2,1,9,3
1475,3,5,1,2,2,9,3
